customer_id,Churn,Days_Since_Last_Flight,Flights_Last_3_Months,Flights_Last_12_Months,Travel_Frequency_Trend,Loyalty_Tier,Tier_Downgrade_Indicator,Points_Expired,Points_Redeemed_Last_12M,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_Last_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Login,Login_Frequency_Last_90_Days,Total_Spend_Last_6_Months,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Engagement_Trend_Index
7037,0,71,2,18,-57.13,Gold,0,1421,2,17.83,1,0,1,30.55,3,20,2836.43,0,10,20.35,21.4
7038,1,215,0,3,-100.0,Silver,1,23764,0,31.08,6,2,13,66.94,203,1,0.0,3,4,139.32,-54.51
7039,0,50,6,20,19.44,Gold,0,0,4,4.04,0,0,2,18.68,9,17,2630.02,3,5,1.21,16.42
7040,0,94,5,11,76.14,Bronze,0,603,2,0.0,0,0,4,21.11,0,22,1796.38,0,8,0.0,24.44
7041,1,150,0,1,-90.01,Silver,0,2033,0,43.09,3,0,0,3.22,88,1,292.5,5,1,57.93,-23.0
7042,1,223,0,5,-100.0,Bronze,0,4930,0,87.47,3,3,13,72.68,202,1,0.0,4,0,131.24,-54.23
7043,0,131,3,16,-5.0,Bronze,0,893,1,30.77,1,0,1,24.9,4,23,1231.14,1,8,24.23,24.46
7044,1,142,1,6,-70.73,Bronze,1,8536,0,27.45,1,0,5,71.28,119,0,0.0,3,2,23.24,-32.6
7045,1,111,0,4,-100.0,Bronze,0,17036,0,86.65,3,2,0,0.91,137,1,0.0,2,1,111.0,-36.42
7046,0,11,3,27,-24.9,Platinum,0,671,1,20.12,2,1,3,27.98,10,18,5662.75,0,9,56.04,17.26
7047,1,397,2,1,157.51,Bronze,0,5109,0,85.68,5,0,9,58.52,237,0,0.0,4,0,100.7,-64.93
7048,0,15,7,18,46.26,Bronze,0,4598,5,23.22,0,0,1,27.16,0,19,829.36,0,7,6.97,21.11
7049,1,358,0,2,-100.0,Bronze,0,14156,0,94.36,2,1,6,57.77,72,1,0.0,3,1,78.31,-18.61
7050,0,0,7,26,16.74,Gold,0,1597,4,8.04,0,3,2,25.49,21,20,1981.09,0,12,62.41,16.47
7051,0,22,2,10,-20.49,Platinum,0,1534,6,22.84,1,0,2,9.6,35,15,2038.13,0,15,21.85,7.08
7052,1,266,0,1,-100.0,Bronze,1,13470,1,50.66,7,2,11,147.34,127,3,0.0,2,1,160.2,-31.46
7053,0,0,8,60,45.34,Silver,0,107,2,5.37,1,0,1,10.18,0,20,3880.8545770543046,0,4,16.61,22.22
7054,0,44,14,26,113.81,Platinum,0,11,5,5.36,0,0,1,25.84,3,16,4164.01,0,14,1.61,16.96
7055,0,56,4,14,-3.87,Bronze,0,874,5,21.07,4,2,4,32.67,4,15,911.26,1,11,106.32,15.57
7056,1,464,0,4,-100.0,Bronze,0,10486,0,87.65,2,1,0,5.44,164,1,0.0,3,0,76.3,-43.82
7057,1,172,2,2,180.68,Bronze,0,3669,0,61.29,4,3,10,54.94,65,3,0.0,2,1,138.39,-14.47
7058,0,114,3,22,-18.36,Silver,0,0,0,27.88,2,2,1,19.25,3,21,142.39,0,3,78.36,22.51
7059,0,4,6,15,68.74,Bronze,0,0,8,3.37,0,0,1,24.28,0,15,991.23,0,11,1.01,16.67
7060,1,194,0,8,-100.0,Bronze,1,3648,0,74.64,5,2,0,2.07,161,0,0.0,2,2,137.39,-44.11
7061,0,38,3,15,-20.66,Platinum,0,0,4,3.82,0,0,2,24.48,5,16,2442.77,2,9,1.15,16.41
7062,1,77,0,3,-100.0,Gold,1,6693,0,68.47,1,3,0,4.26,59,3,0.0,2,3,95.54,-12.83
7063,0,58,3,23,-31.67,Bronze,0,3795,5,25.36,0,0,2,11.84,0,25,2132.94,1,9,7.61,27.78
7064,0,31,10,20,86.75,Gold,0,0,5,28.34,0,0,1,23.38,0,11,1226.08,1,6,8.5,12.22
7065,0,66,3,19,-14.29,Bronze,0,2309,4,4.21,0,0,2,25.25,13,15,1289.12,0,10,1.26,13.11
7066,0,63,1,12,-65.46,Gold,0,1862,1,20.2,1,1,1,18.32,8,21,1716.22,1,12,41.06,21.14
7067,1,366,1,3,-14.17,Silver,0,10558,1,18.59,4,1,8,98.91,67,3,0.0,2,2,85.58,-15.02
7068,0,0,6,18,47.21,Bronze,0,2622,2,11.16,1,0,1,19.43,12,14,583.39,0,6,18.35,12.27
7069,1,204,0,4,-100.0,Gold,0,13905,0,95.29,3,3,11,108.31,167,2,0.0,1,2,133.59,-43.53
7070,1,277,0,3,-99.97,Bronze,0,5725,0,83.97,5,3,11,100.78,175,0,0.0,2,0,160.19,-47.95
7071,1,231,0,1,-100.0,Bronze,0,4807,1,51.73,6,3,0,1.18,140,0,0.0,4,1,165.52,-38.36
7072,0,45,6,13,91.29,Gold,0,4220,4,4.83,1,0,3,37.52,3,19,1153.68,0,6,16.45,20.29
7073,0,37,4,15,26.01,Bronze,0,2305,4,20.75,0,2,4,15.02,3,9,845.42,1,10,46.22,9.18
7074,1,87,0,7,-100.0,Silver,1,3345,0,60.44,4,3,0,5.2,122,1,48.45,8,2,138.13,-32.31
7075,0,27,5,22,26.93,Bronze,0,1243,2,11.21,1,0,2,13.85,0,15,440.1,0,6,18.36,16.67
7076,0,223,5,20,14.98,Bronze,0,0,4,10.43,0,0,4,1.0,52,18,1139.12,0,8,3.13,5.75
7077,0,102,4,14,63.22,Silver,0,1473,4,14.86,1,0,4,23.379576814202313,5,22,724.83,0,6,19.46,23.07
7078,0,2,5,16,19.88,Bronze,0,2700,6,0.0,1,1,1,26.89,0,24,653.67,0,4,35.0,26.67
7079,1,229,0,2,-100.0,Bronze,1,6176,0,60.14,2,2,10,61.47,195,2,0.0,2,0,88.04,-51.2
7080,0,51,2,19,-54.06,Silver,0,2538,3,0.0,1,0,10,34.72022804659439,13,16,1294.94,0,7,15.0,14.22
7081,1,215,0,15,-100.0,Bronze,0,11565,0,76.61,5,3,12,59.08,177,2,0.0,2,0,157.98,-46.27
7082,0,103,3,17,20.06,Silver,0,0,5,4.75,3,1,1,20.89,8,17,1683.43,1,4,66.42,16.7
7083,0,44,5,20,6.87,Silver,0,2981,6,19.02,0,0,1,18.59,1,24,2357.0,0,9,5.71,26.39
7084,1,612,0,2,-100.0,Bronze,1,3288,0,51.53,4,0,6,11.72,117,1,0.0,1,0,75.46,-30.94
7085,0,182,4,21,-26.54,Platinum,0,1079,0,0.0,2,0,4,14.59,111,19,3188.96,0,6,30.0,-9.3
7086,1,186,0,9,-100.0,Bronze,0,1994,0,46.73,1,1,11,68.26,174,1,0.0,6,2,49.02,-46.56
7087,0,21,3,16,-33.96,Platinum,0,3560,0,0.0,1,0,1,14.67,17,15,1492.16,0,6,15.0,12.01
7088,0,77,2,18,-17.73,Silver,0,2545,4,20.5,2,0,1,1.0,16,16,1075.18,1,7,36.15,13.39
7089,0,26,5,24,0.32,Silver,0,4285,2,29.89,4,1,3,29.16,0,14,1166.68,1,11,88.97,15.56
7090,1,349,0,6,-100.0,Bronze,0,6753,0,57.01,4,1,0,2.6,165,1,0.0,2,1,97.1,-44.09
7091,0,0,6,27,2.69,Silver,0,882,4,13.47,0,1,3,17.19,0,19,1219.9,1,9,24.04,21.11
7092,0,0,7,29,4.85,Gold,0,2633,4,0.0,0,1,1,18.56,13,15,2858.59,1,5,20.0,13.11
7093,0,21,3,21,-61.04,Bronze,0,1271,0,7.36,2,0,2,15.49,6,27,1816.45,0,8,32.21,28.36
7094,0,39,5,18,24.35,Bronze,0,1773,3,6.11,0,0,2,23.84,0,20,1432.54,0,6,1.83,22.22
7095,1,373,2,5,71.7,Gold,1,9514,0,67.07,6,3,13,80.73,202,0,0.0,5,1,170.12,-55.34
7096,0,11,5,20,25.21,Bronze,0,0,5,32.44,3,0,1,20.89,1,24,1857.19,1,8,54.73,26.39
7097,0,86,7,15,101.44,Bronze,0,2541,2,21.44,0,0,2,14.68,35,17,1350.31,2,5,6.43,9.3
7098,0,0,8,60,63.76,Platinum,0,0,5,21.73,0,0,3,3.61,0,19,8218.612969760692,0,5,6.52,21.11
7099,1,204,2,5,9.87,Bronze,1,10458,0,100.0,2,1,10,31.87,81,4,0.0,4,0,80.0,-17.75
7100,1,184,0,3,-67.01,Gold,1,5705,1,56.13,5,1,0,3.87,118,1,33.9,1,0,111.84,-31.22
7101,0,71,2,20,-37.87,Platinum,0,527,5,26.34,2,0,5,26.867719101303077,8,18,2569.59,1,6,37.9,17.81
7102,1,251,0,3,-100.0,Silver,1,8065,0,39.06,2,2,0,5.1,177,2,0.0,0,3,81.72,-46.27
7103,0,51,4,14,18.31,Silver,0,1294,2,8.37,0,1,3,17.35,17,26,743.33,0,2,22.51,24.23
7104,0,236,4,19,-23.59,Silver,0,2564,8,16.62,0,0,1,21.25,73,18,1064.67,1,6,4.99,0.0
7105,0,0,7,60,76.04,Bronze,0,2005,4,11.94,1,0,2,6.68,3,18,3815.1878754000654,0,3,18.58,19.18
7106,0,71,3,16,-12.37,Platinum,0,1767,1,14.78,1,0,1,27.14,11,24,3075.92,0,5,19.43,23.65
7107,0,51,5,16,43.6,Gold,0,0,3,2.37,1,0,1,21.67,15,15,2569.02,0,13,15.71,12.56
7108,1,276,0,1,-100.0,Bronze,0,2581,0,92.03,2,1,13,61.13,92,1,0.0,5,1,77.61,-24.09
7109,1,227,0,3,-100.0,Silver,0,6238,0,84.12,3,2,0,5.22,54,0,0.0,4,1,110.24,-14.79
7110,0,31,4,21,-16.3,Gold,0,1457,4,5.64,0,0,2,21.8,0,15,2760.94,1,1,1.69,16.67
7111,0,47,3,14,0.52,Bronze,0,2293,2,6.65,0,1,3,18.81,9,17,1111.49,0,6,22.0,16.42
7112,0,29,8,29,12.88,Bronze,0,237,4,1.73,3,2,1,17.08,0,15,1954.15,1,10,85.52,16.67
7113,0,95,3,18,-27.29,Bronze,0,0,5,15.62,0,1,2,16.68,8,10,1400.34,0,4,24.69,8.92
7114,1,409,0,3,-100.0,Bronze,1,7940,0,57.06,2,1,9,14.34,126,1,0.0,6,2,67.12,-33.41
7115,0,97,5,17,8.73,Bronze,0,1509,2,15.79,0,1,1,9.54,0,28,1331.85,0,6,24.74,31.11
7116,1,72,0,3,-100.0,Platinum,0,17634,1,25.73,3,2,14,105.95,76,0,68.65,1,2,92.72,-20.82
7117,1,514,0,1,-100.0,Bronze,1,14076,0,95.38,8,4,13,72.45,205,1,240.13,6,0,228.61,-55.05
7118,1,139,1,3,1.07,Silver,0,10105,0,18.12,5,6,8,96.01,210,0,0.0,4,1,200.44,-57.53
7119,1,297,2,2,173.52,Bronze,0,0,0,37.78,3,6,13,120.77,365,0,0.0,5,2,176.33,-100.0
7120,0,35,2,13,-48.04,Silver,0,0,3,7.21,2,0,2,27.67,19,15,1841.72,0,6,32.16,11.46
7121,1,364,1,5,-80.53,Bronze,0,10617,0,80.21,4,5,9,88.35,237,0,0.0,2,2,184.06,-64.93
7122,0,38,7,22,33.85,Bronze,0,0,3,5.49,1,2,3,1.0,29,14,431.0,0,8,56.65,7.61
7123,0,92,4,21,-4.06,Platinum,0,1899,1,17.98,0,1,3,16.3,0,16,2569.52,0,8,25.39,17.78
7124,0,0,6,9,144.42,Gold,0,4286,8,20.54,0,0,1,24.93,0,17,849.87,2,8,6.16,18.89
7125,1,208,0,2,-100.0,Bronze,0,4132,1,31.37,2,1,0,0.75,177,1,150.18,4,2,59.41,-47.38
7126,0,32,1,16,-46.86,Silver,0,2283,3,25.74,0,0,1,21.72,10,19,878.15,1,1,7.72,18.37
7127,1,539,1,4,-50.53,Bronze,0,0,0,88.12,4,2,12,47.92,179,1,19.49,2,0,126.44,-47.93
7128,1,232,0,5,-100.0,Silver,1,13737,0,98.05,2,4,0,4.79,276,1,331.67,1,2,139.42,-74.51
7129,0,70,2,16,-29.18,Platinum,0,468,4,11.08,0,0,1,28.0,8,12,3508.25,0,9,3.32,11.14
7130,1,521,0,2,-100.0,Silver,0,11854,0,77.86,9,0,0,1.2,365,0,212.54,1,1,158.36,-100.0
7131,1,316,1,4,-26.65,Platinum,1,3447,0,70.97,5,1,12,75.15,114,1,46.7,2,1,116.29,-30.12
7132,0,81,4,20,3.12,Gold,0,0,2,18.25,2,1,2,20.71,3,19,1819.74,1,8,55.48,20.29
7133,0,48,1,11,-28.88,Bronze,0,2314,0,8.41,0,0,2,19.04,8,13,2131.72,1,3,2.52,12.25
7134,1,389,0,6,-100.0,Bronze,0,11110,0,100.0,3,3,0,0.96,217,1,0.0,2,2,135.0,-58.34
7135,1,339,0,0,-97.79,Silver,0,8093,0,39.2,4,2,5,45.01,60,1,0.0,2,1,111.76,-15.33
7136,0,97,1,10,-16.65,Bronze,1,2063,4,16.19,0,0,1,11.25,23,9,1233.87,1,10,4.86,3.7
7137,0,71,3,16,-5.83,Bronze,1,0,5,12.37,2,1,2,16.07,17,16,832.97,0,7,53.71,13.12
7138,0,60,4,18,-0.5,Platinum,0,314,4,17.9,0,1,1,20.43,10,15,3966.61,0,9,25.37,13.93
7139,1,269,0,5,-100.0,Silver,1,4870,0,65.39,6,5,0,3.84,306,0,0.0,2,3,209.62,-83.84
7140,1,144,0,3,-100.0,Bronze,1,11222,0,88.31,4,2,0,3.23,107,0,0.0,2,3,126.49,-29.32
7141,1,287,0,2,-100.0,Bronze,0,15001,0,96.29,2,3,0,1.44,98,1,35.75,2,2,118.89,-25.74
7142,1,243,0,3,-100.0,Platinum,0,5281,2,91.97,3,4,0,5.4,230,1,306.5,3,2,152.59,-61.9
7143,0,13,3,20,-11.08,Silver,0,452,4,0.0,0,0,1,14.48,7,18,1981.05,1,6,0.0,18.08
7144,1,530,0,4,-100.0,Bronze,0,2840,0,49.55,4,1,0,4.78,188,1,0.0,1,0,94.86,-50.4
7145,1,336,0,0,-100.0,Silver,0,15178,0,26.65,2,1,0,1.14,297,1,0.0,3,1,58.0,-80.26
7146,0,77,3,18,-25.86,Gold,0,6278,6,2.72,1,1,1,19.97,1,23,2159.99,1,14,35.82,25.28
7147,1,92,0,3,-100.0,Silver,1,17731,0,68.38,5,3,14,25.75,75,3,0.0,6,3,155.51,-17.21
7148,1,159,0,2,-100.0,Bronze,1,18338,0,87.45,4,2,0,3.01,190,1,0.0,2,1,126.24,-50.94
7149,0,15,3,60,-43.74,Silver,0,0,3,1.55,0,1,1,21.86,7,16,12209.127916441406,0,5,20.46,15.86
7150,0,0,11,19,171.24,Silver,0,2940,2,3.49,1,1,10,5.523978452214612,0,13,1167.99,1,7,36.05,14.44
7151,1,187,0,0,-97.07,Bronze,0,13273,0,84.09,3,3,0,2.94,93,1,0.0,2,1,130.23,-24.37
7152,1,177,0,1,-100.0,Bronze,1,4569,0,55.1,1,2,0,4.13,30,0,39.0,3,2,71.53,-8.22
7153,1,568,0,3,-100.0,Silver,0,0,0,52.54,8,3,0,3.39,26,1,1.69,2,2,195.76,-6.01
7154,0,180,2,12,-40.51,Gold,0,1616,1,15.8,2,0,1,16.23,31,15,875.38,0,4,34.74,8.17
7155,1,181,0,4,-100.0,Silver,0,15478,0,56.25,0,0,12,66.29,134,1,667.93,1,0,16.88,-35.6
7156,0,44,8,25,33.34,Silver,0,3135,6,7.17,2,0,2,22.42,0,12,1533.05,0,6,32.15,13.33
7157,0,23,3,13,-11.17,Silver,0,0,8,7.26,0,1,2,31.45,15,18,1674.84,0,3,22.18,15.89
7158,0,20,4,16,15.97,Bronze,0,1761,4,19.41,0,0,1,18.76,11,18,1252.41,1,7,5.82,16.99
7159,0,100,4,20,-34.36,Platinum,0,2557,3,15.8,2,0,5,10.957545449894406,3,22,2371.13,1,6,34.74,23.62
7160,1,237,0,1,-100.0,Silver,0,10568,0,89.93,5,2,13,24.4,314,1,0.0,2,0,141.98,-84.92
7161,0,0,7,19,72.89,Gold,0,1186,8,6.53,0,0,1,10.0,0,16,2591.87,1,12,1.96,17.78
7162,1,392,1,7,-56.88,Bronze,0,11925,1,77.46,3,2,0,5.21,215,1,60.32,5,1,108.24,-57.79
7163,1,230,2,3,85.5,Bronze,0,0,2,53.08,3,1,0,4.75,121,1,9.48,5,1,80.92,-32.04
7164,1,48,0,4,-100.0,Bronze,0,11383,0,34.56,3,6,0,4.96,246,2,159.06,6,0,175.37,-65.18
7165,0,53,5,20,0.66,Silver,0,0,2,9.52,1,0,1,8.05,0,24,1120.01,1,7,17.86,26.67
7166,1,446,0,5,-100.0,Gold,1,13862,1,69.97,6,4,12,66.0,148,1,0.0,3,3,190.99,-39.44
7167,0,127,5,22,21.98,Bronze,0,1404,5,5.08,0,1,1,31.68,0,25,1309.33,1,12,21.52,27.78
7168,0,69,2,22,-52.91,Silver,0,0,0,0.0,2,0,3,14.74,11,22,263.83,1,5,30.0,21.43
7169,0,51,3,23,-71.84,Bronze,0,1338,2,7.11,0,1,8,24.074781122829407,25,15,601.25,0,5,22.13,9.82
7170,0,14,3,15,0.92,Platinum,1,1295,2,6.96,0,0,5,16.5930426301391,2,20,2604.12,0,11,2.09,21.67
7171,0,87,3,24,-39.71,Bronze,0,2492,4,12.28,1,0,2,33.84,10,23,1651.37,0,5,18.68,22.82
7172,1,108,0,5,-100.0,Bronze,0,0,0,93.15,3,4,5,48.72,65,1,0.0,3,2,152.94,-16.7
7173,1,158,0,6,-100.0,Bronze,0,12032,0,60.23,5,4,14,61.98,217,1,138.65,2,2,173.07,-58.34
7174,1,446,0,3,-100.0,Bronze,1,3266,0,81.83,1,2,0,2.97,203,0,514.29,6,1,79.55,-55.62
7175,1,649,2,11,-62.73,Bronze,1,4521,2,77.92,2,0,11,33.01,181,1,21.3,5,2,53.38,-48.48
7176,1,369,0,3,-100.0,Bronze,0,9507,0,83.85,6,4,0,3.84,125,2,173.94,4,2,195.16,-32.02
7177,0,21,2,11,-29.76,Bronze,0,1022,3,15.08,0,1,1,24.28,31,19,570.54,0,5,24.52,12.62
7178,1,237,0,1,-100.0,Silver,1,11662,0,33.6,4,1,13,90.74,292,0,0.0,5,1,90.08,-80.0
7179,1,320,0,2,-100.0,Gold,0,4446,1,60.96,5,6,14,95.11,151,1,0.0,2,1,213.29,-40.26
7180,0,27,4,16,23.9,Gold,0,1294,3,30.95,0,0,2,27.16,6,16,2243.27,0,9,9.28,16.13
7181,0,72,5,18,-0.56,Platinum,0,3655,4,19.04,1,0,3,9.03,0,24,3295.49,1,5,20.71,26.67
7182,1,159,2,3,127.57,Bronze,0,20279,0,28.26,2,7,14,21.37,365,0,0.0,3,2,178.48,-100.0
7183,1,351,0,4,-100.0,Bronze,0,13497,0,44.03,3,1,11,110.55,205,1,0.0,3,1,78.21,-55.05
7184,1,191,0,6,-100.0,Bronze,1,10701,0,74.51,5,1,7,60.35,118,1,0.0,3,0,117.35,-31.22
7185,1,251,0,5,-100.0,Bronze,1,4337,1,94.62,7,3,10,68.68,86,0,114.34,2,0,193.39,-23.56
7186,1,214,0,4,-100.0,Silver,0,14324,1,82.34,6,2,0,1.02,141,1,0.0,3,3,154.7,-37.52
7187,0,27,2,13,-68.21,Bronze,0,0,2,3.42,4,2,2,19.13,13,18,570.8,1,5,101.03,16.44
7188,0,35,4,21,-40.34,Gold,0,2219,4,13.78,1,0,1,11.36,4,15,1606.31,0,6,19.13,15.57
7189,0,73,5,16,46.01,Silver,0,1251,2,0.0,1,0,1,17.11,0,19,1088.21,1,10,15.0,21.11
7190,0,23,4,21,-19.33,Silver,0,0,7,15.9,2,1,1,22.49,38,18,2141.14,0,4,54.77,9.59
7191,1,324,0,4,-100.0,Silver,0,0,1,63.59,2,0,0,1.72,273,0,496.3,3,4,49.08,-74.79
7192,1,144,1,3,14.41,Bronze,0,793,1,61.79,4,7,0,2.65,161,0,52.04,3,2,218.54,-44.11
7193,1,321,0,7,-100.0,Silver,1,5725,0,76.49,1,3,0,5.96,180,1,0.0,2,0,97.95,-48.2
7194,0,57,5,18,-1.25,Silver,0,1184,4,23.83,0,0,0,5.69,5,17,1495.08,0,6,7.15,17.52
7195,0,71,6,15,99.51,Bronze,0,4665,5,0.0,1,0,3,22.71,17,20,944.15,0,12,15.0,17.56
7196,0,88,5,16,39.14,Silver,0,1568,4,28.33,0,1,1,4.74,17,16,1098.29,1,8,28.5,13.12
7197,0,45,3,17,-13.51,Gold,0,3366,3,0.34,0,1,2,30.48,8,16,2032.03,0,9,20.1,15.59
7198,0,13,6,24,-24.83,Gold,0,2236,6,14.59,0,1,2,8.52,30,18,2210.5,0,6,24.38,11.78
7199,0,48,4,24,-14.11,Gold,0,292,1,9.84,2,0,0,3.73,0,14,3218.94,0,12,32.95,15.56
7200,1,224,0,5,-100.0,Bronze,1,6224,0,58.9,5,7,0,5.59,153,1,35.17,3,4,232.67,-40.81
7201,0,47,3,24,-39.84,Gold,0,1453,4,2.98,0,0,1,19.73,2,19,3345.8,0,10,0.89,20.56
7202,1,152,2,2,200.0,Bronze,0,1962,0,85.5,4,2,0,4.82,83,0,0.0,2,1,125.65,-22.74
7203,1,285,1,6,-60.56,Bronze,0,13871,1,24.13,4,3,0,2.94,125,3,0.0,6,1,127.24,-30.91
7204,0,50,4,19,-3.99,Platinum,1,1872,2,13.53,1,1,2,13.2,16,24,3057.76,0,6,39.06,22.28
7205,0,0,8,17,103.58,Gold,0,1232,2,16.51,0,0,1,12.36,12,20,1636.93,0,9,4.95,18.93
7206,0,0,8,19,62.99,Gold,0,3510,2,14.51,1,0,2,20.44,19,17,1350.52,0,8,19.35,13.68
7207,0,28,3,21,-62.82,Silver,0,765,4,6.19,1,0,6,6.513576831580936,28,18,1884.5,0,7,16.86,12.33
7208,1,444,0,2,-100.0,Silver,0,863,0,67.24,7,7,0,3.2,230,0,0.0,4,3,265.17,-63.01
7209,0,302,0,14,-89.87,Gold,0,1948,7,4.81,0,0,1,26.18,16,19,1120.93,0,9,1.44,16.73
7210,1,238,0,4,-100.0,Bronze,1,17760,0,48.53,4,2,12,17.25,240,1,0.0,6,3,114.56,-64.64
7211,0,17,5,17,9.22,Silver,1,1016,4,22.91,0,0,3,10.18,8,23,2145.16,0,5,6.87,23.36
7212,1,378,0,0,-100.0,Bronze,1,11055,0,64.11,4,2,0,1.97,34,2,9.47,4,1,119.23,-7.09
7213,1,598,0,2,-100.0,Bronze,0,8236,2,40.1,3,2,11,52.32,170,2,0.0,3,1,97.03,-44.35
7214,1,394,0,1,-100.0,Silver,0,8207,1,7.61,6,4,6,73.43,121,1,0.0,3,3,172.28,-32.04
7215,1,562,0,5,-100.0,Bronze,0,1762,0,74.22,5,5,9,87.27,133,3,0.0,2,2,197.27,-33.11
7216,0,23,4,20,-22.47,Bronze,0,2998,4,12.1,1,0,2,15.84,1,19,1143.43,0,8,18.63,20.84
7217,0,32,3,15,-30.79,Platinum,0,542,5,17.64,3,1,1,21.74,1,22,1539.31,1,2,70.29,24.17
7218,0,47,3,42,-33.85,Bronze,0,455,0,3.75,1,1,3,21.9,1,15,2485.1457466281,0,7,36.12,16.39
7219,0,105,2,17,-37.29,Silver,0,1809,5,4.41,2,0,2,47.81,16,12,1341.57,0,7,31.32,8.95
7220,0,6,3,27,-37.23,Gold,0,1909,4,21.97,2,1,3,14.08,5,20,1907.85,2,13,56.59,20.85
7221,0,13,3,16,-22.55,Silver,0,2392,5,4.26,2,0,3,20.85,1,15,988.83,1,6,31.28,16.39
7222,0,69,2,12,7.87,Silver,0,418,5,8.32,1,0,1,10.77,8,14,2103.53,0,5,17.5,13.36
7223,0,14,2,15,-43.17,Silver,0,178,1,8.96,0,0,1,18.62,6,14,1083.31,0,7,2.69,13.91
7224,0,37,4,16,19.52,Silver,0,3750,5,17.82,1,0,2,28.5,13,28,1317.85,0,6,20.35,27.55
7225,0,32,2,13,-58.16,Platinum,0,2520,1,7.51,0,0,3,9.66,5,16,2340.18,0,9,2.25,16.41
7226,0,29,4,19,-28.52,Bronze,0,0,5,7.82,1,0,3,37.24,17,15,1016.7,0,11,17.35,12.01
7227,0,14,3,17,-2.07,Bronze,0,0,6,9.84,1,0,1,12.82,7,14,1553.42,0,6,17.95,13.64
7228,0,13,5,32,-8.21,Silver,1,0,5,12.89,1,1,10,22.789970486450514,22,13,1762.95,0,12,38.87,8.42
7229,1,304,0,7,-100.0,Silver,1,17499,0,22.46,6,1,14,77.06,153,1,115.93,7,3,116.74,-40.81
7230,1,273,0,1,-100.0,Platinum,0,3320,0,85.76,6,7,0,2.69,286,0,176.78,2,3,255.73,-78.36
7231,1,456,1,6,-61.98,Silver,0,7373,1,48.47,4,5,0,0.56,120,1,0.0,2,0,174.54,-31.77
7232,1,359,0,6,-100.0,Bronze,1,7220,1,41.05,2,1,0,3.94,150,0,376.22,3,1,62.32,-41.1
7233,0,88,3,17,-39.54,Bronze,0,2922,3,26.12,0,1,1,26.12,12,15,954.53,0,10,27.84,13.38
7234,0,18,5,25,34.33,Silver,0,1348,2,2.69,1,0,4,29.58,16,14,2384.94,0,7,15.81,11.17
7235,0,45,2,15,20.01,Bronze,0,0,5,14.69,1,0,2,24.89,21,14,743.48,0,15,19.41,9.8
7236,1,329,0,1,-100.0,Bronze,1,9955,0,55.82,3,3,11,70.54,173,1,0.0,2,3,121.75,-46.29
7237,0,58,4,16,5.65,Silver,0,1859,8,24.56,0,0,2,11.98,5,13,1486.06,0,9,7.37,13.07
7238,0,0,8,14,150.81,Bronze,0,3193,6,9.21,1,0,2,18.51,14,13,1904.22,0,7,17.76,10.61
7239,1,257,0,3,-100.0,Bronze,0,10079,0,35.5,4,1,0,3.52,159,2,0.0,3,0,90.65,-41.34
7240,0,22,6,26,-8.74,Silver,0,2680,3,19.95,1,0,4,24.65,10,17,2478.84,0,7,20.98,16.15
7241,1,179,0,3,-100.0,Platinum,0,0,0,45.61,1,1,13,116.71,92,1,0.0,0,2,48.68,-24.09
7242,0,33,5,20,5.07,Silver,0,2275,3,24.71,1,0,3,31.74,0,15,2166.39,0,5,22.41,16.67
7243,0,34,3,12,-12.61,Silver,0,0,5,0.0,0,0,3,11.96,15,19,984.69,1,7,0.0,17.0
7244,1,200,0,5,-100.0,Bronze,1,5925,0,26.7,6,6,12,21.04,205,1,0.0,3,2,218.01,-55.05
7245,1,377,2,7,-14.66,Silver,0,4419,0,100.0,0,3,13,41.65,83,1,100.01,2,2,90.0,-21.63
7246,1,279,0,4,-100.0,Bronze,1,15018,0,55.87,0,1,0,1.51,159,2,70.21,2,1,36.76,-41.34
7247,0,143,1,13,-75.96,Silver,0,501,2,0.0,1,0,3,15.43,4,24,1206.74,0,10,15.0,25.57
7248,1,537,0,1,-100.0,Gold,0,6318,0,26.65,5,3,0,5.65,79,2,0.0,3,2,143.0,-19.42
7249,0,23,4,19,7.26,Bronze,0,2104,3,0.0,0,0,2,11.63,2,20,1000.1,0,9,0.0,21.67
7250,1,260,1,5,-43.1,Gold,0,8800,0,50.05,3,4,13,58.8,92,0,42.55,3,1,140.01,-25.21
7251,0,52,3,60,-40.0,Silver,0,0,3,0.0,1,2,2,26.57,2,20,6310.263498017957,2,6,55.0,21.67
7252,1,240,0,0,-100.0,Bronze,0,12359,0,45.91,3,4,14,60.16,245,1,113.03,2,2,138.77,-66.01
7253,1,164,0,1,-100.0,Silver,1,4235,0,31.62,3,5,0,0.64,99,2,0.0,1,2,154.49,-24.9
7254,1,147,1,3,21.97,Silver,0,0,1,78.89,1,3,0,1.16,128,2,105.04,0,1,98.67,-32.85
7255,0,26,2,17,-52.68,Bronze,0,3067,1,1.96,0,1,2,11.14,1,17,610.85,0,8,20.59,18.61
7256,1,141,0,4,-100.0,Silver,0,7187,0,48.98,4,3,12,108.23,122,1,0.0,2,1,134.69,-32.31
7257,0,140,4,16,-22.05,Bronze,0,524,4,21.24,0,0,4,30.44,0,16,740.22,0,7,6.37,17.78
