Passenger_Demographic_Segment,Age_Band,Home_Region,Traveller_Type,Income_Segment,Seasonal_Behaviour_Adjustment,Rolling_Flights_7_Days,Rolling_Flights_30_Days,Rolling_Flights_90_Days,Rolling_Flights_180_Days,Booking_Intent_Drop,Loyalty_Redemption_Trend,App_Web_Engagement_Slope,Email_Offer_Engagement_Decline,Support_Ticket_Momentum,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Flight,Flights_Last_3_Months,Loyalty_Tier,Tier_Downgrade_Indicator,Days_Since_Last_Login,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Behavioural_Drift_Score,Engagement_Trend_Index,Churned
26-35_Latin America_Business_Low,26-35,Latin America,Business,Low,10.59,0,4,9,14,20.0,13.17,0.527,4.78,42.03,23.15,5,0,2,27.2,8,4,Gold,0,7,0,7,81.95,71.16,1.314,0
26-35_Middle East_Leisure_High,26-35,Middle East,Leisure,High,-29.74,0,1,0,1,-10.5,-21.33,-1.11,-36.81,46.51,11.18,0,1,2,41.67,562,0,Bronze,1,356,4,1,23.35,79.8,-2.202,1
18-25_Europe_Business_High,18-25,Europe,Business,High,-31.13,0,2,3,3,-54.3,-7.83,-0.905,-38.1,21.8,11.89,0,0,3,46.21,689,0,Bronze,0,256,0,1,3.57,33.59,-2.609,1
18-25_Europe_Mixed_High,18-25,Europe,Mixed,High,-1.45,0,3,9,12,-43.65,-40.54,0.279,-12.88,40.9,0.0,0,0,0,9.51,82,12,Gold,0,12,0,7,0.0,68.48,-1.639,0
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,0.92,0,3,8,15,0.99,22.02,0.092,-39.51,73.55,0.0,1,0,3,29.65,36,6,Platinum,0,22,0,7,15.0,62.47,1.581,0
46-55_Europe_Business_Low,46-55,Europe,Business,Low,-18.62,1,4,12,19,-43.77,-20.65,-0.302,10.0,47.92,20.05,0,0,1,13.18,64,4,Platinum,0,20,0,8,6.02,23.74,0.044,0
46-55_North America_Mixed_High,46-55,North America,Mixed,High,-0.69,2,3,2,6,-31.24,27.1,0.212,-11.44,42.54,0.0,0,0,6,4.19,12,3,Gold,0,26,0,3,0.0,70.23,0.703,0
56-65_Europe_Mixed_High,56-65,Europe,Mixed,High,-6.42,0,0,1,0,-6.95,16.43,-0.756,-61.94,68.43,34.51,0,1,1,13.67,418,0,Bronze,0,345,0,1,30.35,42.35,-1.652,1
18-25_Middle East_Leisure_Medium,18-25,Middle East,Leisure,Medium,-35.56,2,0,2,3,-80.0,-2.46,-0.045,-3.46,63.17,23.51,0,0,5,9.93,72,11,Bronze,0,19,0,5,7.05,14.11,0.288,0
65+_Latin America_Business_Medium,65+,Latin America,Business,Medium,-2.3,0,2,13,18,-22.42,-38.81,-0.076,-13.55,41.9,0.0,8,1,4,23.28,17,3,Gold,0,13,2,4,100.0,55.52,1.128,0
26-35_Latin America_Business_Low,26-35,Latin America,Business,Low,-19.58,0,4,9,16,-29.61,-12.17,0.239,7.25,32.46,13.13,0,0,1,37.66,30,5,Platinum,1,13,0,5,3.94,0.0,0.682,0
65+_North America_Business_Medium,65+,North America,Business,Medium,3.59,1,1,6,10,-4.62,-10.2,0.532,-22.38,76.61,17.34,0,0,1,7.09,65,5,Silver,0,10,0,6,5.2,14.65,0.454,0
26-35_Latin America_Leisure_Low,26-35,Latin America,Leisure,Low,-12.56,0,1,0,1,-1.02,1.58,-0.68,-70.39,60.37,40.36,0,0,2,14.25,623,0,Platinum,0,277,0,1,12.11,65.83,-1.09,1
36-45_North America_Business_Low,36-45,North America,Business,Low,0.29,1,2,13,16,8.99,-17.5,0.999,-15.35,49.59,37.24,0,0,1,9.66,46,10,Gold,0,7,1,4,11.17,0.0,0.551,0
26-35_Asia-Pacific_Leisure_Medium,26-35,Asia-Pacific,Leisure,Medium,12.6,0,0,2,2,-16.42,-18.97,-0.645,-11.14,47.39,33.82,0,0,2,25.55,36,7,Bronze,0,0,0,7,10.15,21.98,0.796,0
65+_Asia-Pacific_Business_High,65+,Asia-Pacific,Business,High,-11.27,0,2,3,3,-1.2,-19.94,0.675,-42.28,36.21,14.7,0,0,5,24.13,30,11,Bronze,0,8,0,9,4.41,71.15,-0.144,0
65+_Europe_Leisure_Medium,65+,Europe,Leisure,Medium,-6.94,0,1,1,5,-45.1,-23.75,0.119,6.91,65.14,56.88,0,0,2,18.77,57,11,Bronze,0,16,0,9,17.06,25.52,0.394,0
46-55_Latin America_Leisure_Medium,46-55,Latin America,Leisure,Medium,13.74,0,0,1,0,-25.03,-3.17,-0.888,-47.51,78.95,22.47,0,0,5,39.4,432,0,Silver,0,323,0,0,6.74,46.82,-1.054,1
46-55_Europe_Business_Low,46-55,Europe,Business,Low,3.49,0,0,3,3,-30.33,-28.13,0.17,10.0,54.3,20.6,0,0,0,22.4,57,2,Bronze,0,20,0,9,6.18,8.91,0.476,0
18-25_Asia-Pacific_Leisure_High,18-25,Asia-Pacific,Leisure,High,-6.18,0,1,1,1,-33.12,-23.01,-2.0,-4.51,51.55,35.01,4,1,1,44.75,230,0,Silver,0,333,0,0,90.5,90.14,-2.618,1
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,17.05,0,0,1,4,-5.17,20.27,0.997,-52.84,49.56,28.42,0,0,2,69.81,64,5,Bronze,0,1,2,7,8.53,19.51,0.228,0
36-45_Middle East_Leisure_High,36-45,Middle East,Leisure,High,-8.17,1,2,7,10,-22.33,-19.61,-0.781,-14.54,80.92,40.46,2,0,2,36.4,49,2,Gold,0,11,0,8,42.14,55.13,2.0,0
26-35_Europe_Leisure_High,26-35,Europe,Leisure,High,-8.43,0,0,2,1,-5.11,-13.31,-1.172,-28.08,43.99,39.21,0,1,1,35.48,511,0,Bronze,0,284,0,2,31.76,79.34,-2.218,1
18-25_Asia-Pacific_Leisure_Low,18-25,Asia-Pacific,Leisure,Low,-18.53,0,0,3,4,-20.69,25.82,-0.586,-20.48,70.51,52.96,0,2,0,19.8,38,4,Bronze,0,7,1,13,55.89,56.41,0.467,0
56-65_Asia-Pacific_Mixed_High,56-65,Asia-Pacific,Mixed,High,3.4,0,1,0,1,19.48,14.56,-0.867,-0.03,35.36,6.13,0,0,4,4.67,628,1,Silver,0,203,0,0,1.84,57.69,-1.322,1
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,-20.57,0,0,1,1,-1.42,12.96,0.441,-30.64,71.66,20.0,0,2,1,32.75,0,11,Bronze,0,4,0,8,46.0,53.93,-0.611,0
26-35_Asia-Pacific_Business_Medium,26-35,Asia-Pacific,Business,Medium,15.18,0,0,7,7,-30.46,-2.74,-0.171,-39.07,32.28,8.32,1,0,2,49.1,47,7,Bronze,0,20,0,8,17.5,65.54,0.232,0
26-35_Europe_Business_High,26-35,Europe,Business,High,-13.51,0,0,0,1,2.87,-15.82,-1.937,-31.55,59.87,34.5,0,0,1,14.25,481,0,Gold,0,214,0,0,10.35,63.56,-1.747,1
26-35_Asia-Pacific_Business_High,26-35,Asia-Pacific,Business,High,1.86,0,0,0,1,19.03,4.69,-0.482,-57.49,49.54,3.96,2,0,2,30.75,222,0,Gold,0,119,0,3,31.19,48.72,-1.895,1
46-55_Latin America_Business_High,46-55,Latin America,Business,High,-4.37,0,0,4,5,-23.81,-29.43,0.195,-18.62,43.49,5.66,0,3,0,28.36,68,6,Bronze,0,2,2,6,61.7,6.48,1.559,0
26-35_Middle East_Leisure_High,26-35,Middle East,Leisure,High,2.73,0,1,2,0,-11.65,-21.2,-1.576,-25.22,57.61,38.65,0,0,2,28.89,637,0,Bronze,0,86,0,0,11.6,100.0,-1.624,1
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,1.04,0,2,3,7,-15.25,-22.98,0.286,10.0,78.24,19.08,2,5,3,30.01,74,2,Silver,0,27,0,6,100.0,15.93,-0.799,0
26-35_North America_Mixed_Medium,26-35,North America,Mixed,Medium,-3.62,0,0,1,4,-20.47,-5.74,-1.36,-32.93,43.81,27.53,0,2,3,56.13,646,0,Bronze,0,155,4,1,48.26,77.46,-0.727,1
65+_Europe_Business_High,65+,Europe,Business,High,-10.46,0,0,1,1,13.53,-13.95,-0.156,-31.06,53.78,0.0,0,0,2,12.29,198,0,Gold,1,118,6,0,0.0,35.97,-1.375,1
36-45_Middle East_Leisure_Medium,36-45,Middle East,Leisure,Medium,-1.11,1,1,3,8,20.0,-1.85,0.435,10.0,18.44,21.03,1,2,9,59.77,21,10,Silver,0,27,3,4,61.31,8.44,-0.393,0
56-65_Europe_Leisure_Low,56-65,Europe,Leisure,Low,13.74,0,1,0,0,20.0,7.95,-0.403,10.0,71.02,25.1,0,0,1,43.61,10,2,Bronze,0,29,0,6,7.53,54.49,1.176,0
36-45_Asia-Pacific_Mixed_Medium,36-45,Asia-Pacific,Mixed,Medium,-9.56,0,1,0,1,-31.25,12.47,-1.213,-26.18,52.15,26.92,1,0,4,33.7,616,0,Platinum,0,127,0,2,23.08,40.41,-2.266,1
56-65_Latin America_Business_Low,56-65,Latin America,Business,Low,-21.81,0,0,1,2,-50.74,4.86,-1.169,-30.16,68.34,0.16,1,0,3,18.63,434,0,Bronze,0,348,1,0,15.05,38.0,-1.42,1
18-25_Europe_Business_Low,18-25,Europe,Business,Low,4.75,0,2,1,3,14.1,-2.87,0.351,-42.98,75.14,23.91,0,2,2,50.44,6,9,Bronze,0,17,0,6,47.17,27.23,1.101,0
65+_North America_Business_Medium,65+,North America,Business,Medium,-1.1,0,1,2,4,-20.93,-34.28,-1.434,-30.07,56.24,59.74,2,0,4,13.82,234,0,Bronze,0,168,0,1,47.92,66.75,-0.911,1
56-65_Latin America_Leisure_Low,56-65,Latin America,Leisure,Low,15.28,0,1,3,7,20.0,-31.08,1.0,-12.75,55.2,52.44,0,0,4,7.19,14,6,Bronze,0,13,0,3,15.73,18.66,0.623,0
65+_Europe_Business_Low,65+,Europe,Business,Low,3.2,1,4,10,14,-23.6,2.96,0.046,-1.17,34.09,4.48,8,0,2,21.47,38,11,Gold,0,28,0,6,100.0,100.0,1.584,0
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,13.69,2,0,4,7,18.82,-26.21,-0.917,-37.69,38.21,26.9,0,0,2,76.89,52,5,Gold,0,11,2,4,8.07,37.21,-0.311,0
36-45_Europe_Business_Medium,36-45,Europe,Business,Medium,20.98,0,0,0,2,6.68,18.23,-0.648,-50.36,19.24,35.0,0,0,1,44.58,355,1,Bronze,0,116,1,1,10.5,8.74,-2.06,1
36-45_Europe_Business_Low,36-45,Europe,Business,Low,-9.22,0,1,1,0,-17.21,7.77,-1.102,-56.12,10.96,37.04,0,1,3,24.29,664,0,Bronze,0,105,2,0,31.11,64.25,-0.716,1
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,-6.56,0,1,0,1,-19.19,-16.52,-0.897,-18.88,55.2,40.65,4,0,1,9.79,310,0,Silver,1,362,3,3,72.2,75.79,-1.978,1
56-65_Europe_Mixed_High,56-65,Europe,Mixed,High,11.59,1,0,3,4,-16.55,-24.63,0.556,8.83,38.38,61.45,2,0,0,5.91,38,4,Bronze,0,12,0,4,48.44,23.97,0.213,0
46-55_Europe_Leisure_High,46-55,Europe,Leisure,High,-3.8,0,0,3,5,-40.39,-2.42,0.047,-21.65,32.7,23.38,0,0,2,53.55,18,9,Silver,0,16,0,1,7.01,48.92,0.212,0
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,-11.04,0,0,1,1,15.93,40.08,-0.367,-56.27,24.73,0.0,0,0,4,17.04,428,0,Gold,0,347,0,0,0.0,74.15,-1.003,1
65+_North America_Business_High,65+,North America,Business,High,-9.01,0,0,0,0,-45.02,-15.72,-0.916,-23.09,71.59,49.6,0,0,6,6.22,234,0,Bronze,0,237,1,1,14.88,43.34,-2.75,1
65+_North America_Business_Medium,65+,North America,Business,Medium,-14.35,1,0,0,4,-9.52,-30.02,-0.911,-24.22,33.87,19.84,0,2,4,30.09,721,0,Platinum,0,90,0,2,45.95,9.51,-2.353,1
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,-35.27,1,1,2,4,20.0,26.22,0.905,10.0,73.57,44.26,0,0,0,7.26,81,2,Bronze,0,20,0,6,13.28,0.0,-0.117,0
18-25_Middle East_Business_High,18-25,Middle East,Business,High,4.74,0,0,2,0,-29.33,-12.02,-0.327,-4.28,70.6,31.78,1,2,2,46.17,329,0,Gold,1,87,0,1,64.53,15.82,-2.056,1
18-25_North America_Business_High,18-25,North America,Business,High,-15.9,0,2,0,1,-28.68,-41.24,-1.39,-2.26,46.71,46.76,0,0,4,25.65,690,0,Bronze,0,283,0,4,14.03,57.75,-2.396,1
26-35_North America_Business_Medium,26-35,North America,Business,Medium,-26.84,2,6,14,19,-20.65,12.78,0.136,10.0,25.29,16.99,0,0,2,55.59,9,4,Platinum,0,18,2,5,5.1,46.66,0.192,0
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,8.2,2,5,10,14,2.42,-29.25,-0.205,-5.79,36.78,24.75,0,0,3,22.53,68,10,Gold,0,13,0,4,7.42,21.47,-0.749,0
56-65_Asia-Pacific_Business_Low,56-65,Asia-Pacific,Business,Low,-26.55,1,1,3,3,-10.63,-34.16,0.694,-1.31,58.07,14.51,0,0,3,26.56,10,6,Bronze,0,23,1,8,4.35,16.47,-0.101,0
56-65_Europe_Business_Medium,56-65,Europe,Business,Medium,11.92,0,0,0,1,10.99,-19.81,-1.303,-1.15,7.58,16.76,0,0,5,18.56,678,1,Bronze,1,321,4,0,5.03,71.4,-1.792,1
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,5.02,1,0,7,7,-5.38,-19.51,-0.408,-21.85,70.2,25.81,3,1,2,20.72,33,2,Gold,0,0,0,4,72.74,42.07,0.352,0
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,1.7,2,1,2,8,-22.67,0.61,0.414,-51.74,54.64,19.19,0,0,3,40.6,77,7,Gold,0,29,0,4,5.76,9.84,0.669,0
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,-22.7,0,2,3,6,1.88,-17.04,-0.232,-53.99,45.22,53.44,0,3,0,103.01,2,7,Silver,1,1,1,11,76.03,52.48,-0.387,0
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,-32.42,0,0,2,4,-8.96,-39.68,-0.182,10.0,46.09,0.0,0,0,2,12.9,86,6,Bronze,0,15,0,3,0.0,84.84,-1.287,0
36-45_Middle East_Leisure_Medium,36-45,Middle East,Leisure,Medium,-15.83,0,2,0,1,-66.31,3.8,-0.645,-41.07,75.56,25.99,4,0,2,24.97,716,0,Bronze,0,258,1,2,67.8,45.4,-2.436,1
46-55_Asia-Pacific_Business_Medium,46-55,Asia-Pacific,Business,Medium,-43.09,0,0,0,3,-85.5,-20.96,-1.011,-30.64,65.85,46.86,0,0,1,67.79,416,0,Bronze,0,65,0,1,14.06,63.53,-1.365,1
65+_Asia-Pacific_Leisure_Low,65+,Asia-Pacific,Leisure,Low,-40.07,1,3,3,5,-16.92,-13.7,-0.041,-35.7,63.41,39.22,0,0,2,9.46,32,6,Bronze,0,15,0,6,11.77,25.39,-0.132,0
65+_Latin America_Leisure_Medium,65+,Latin America,Leisure,Medium,7.82,0,0,1,1,-24.87,-16.26,-0.547,-45.57,6.18,47.41,1,0,1,29.4,370,0,Gold,1,167,0,3,29.22,11.95,-2.11,1
65+_North America_Leisure_High,65+,North America,Leisure,High,25.18,0,0,1,1,7.68,-14.51,-2.0,-53.76,42.4,14.46,0,0,1,6.48,361,0,Bronze,1,343,3,0,4.34,100.0,-1.485,1
36-45_Asia-Pacific_Leisure_Medium,36-45,Asia-Pacific,Leisure,Medium,-3.22,2,4,4,8,-26.32,-0.12,0.193,-30.44,82.27,19.33,1,0,4,25.13,54,3,Gold,0,20,0,7,20.8,46.15,0.137,0
36-45_North America_Business_Medium,36-45,North America,Business,Medium,-4.51,0,1,8,8,-45.44,-11.19,0.112,-0.99,70.86,26.59,8,0,0,13.94,87,5,Silver,0,16,1,5,100.0,53.75,-1.489,0
18-25_Europe_Leisure_Low,18-25,Europe,Leisure,Low,-14.01,0,3,4,6,20.0,-18.22,0.9,-2.26,60.74,35.46,0,0,2,1.26,46,2,Silver,0,18,0,11,10.64,2.45,-0.625,0
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,8.45,0,0,5,8,-4.32,9.5,1.0,10.0,25.43,49.01,0,0,1,28.59,23,12,Bronze,0,23,0,10,14.7,42.14,1.326,0
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,-28.18,0,3,0,1,-28.79,-5.05,-0.86,-90.0,56.64,24.02,0,0,1,31.19,450,0,Silver,0,203,1,1,7.21,65.61,-2.393,1
56-65_Latin America_Leisure_Medium,56-65,Latin America,Leisure,Medium,-2.13,0,3,3,5,-14.06,-16.97,-0.232,-72.55,71.11,2.69,2,3,2,9.01,65,12,Silver,0,9,0,10,90.81,47.61,-0.803,0
65+_Asia-Pacific_Business_Low,65+,Asia-Pacific,Business,Low,22.61,0,1,1,2,-20.12,-23.3,-0.907,-21.91,41.87,25.1,0,0,2,168.0,224,0,Bronze,1,201,0,2,7.53,34.34,-1.347,1
18-25_Middle East_Business_Low,18-25,Middle East,Business,Low,-2.54,2,5,11,15,-44.06,-6.26,0.669,-75.93,77.38,24.73,6,0,2,12.48,77,10,Platinum,0,29,2,5,97.42,53.15,0.418,0
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,-9.34,0,0,0,1,5.95,25.31,-1.181,-33.29,40.21,1.64,1,0,3,10.46,368,0,Platinum,0,96,0,1,15.49,32.96,-2.7,1
46-55_Asia-Pacific_Business_Low,46-55,Asia-Pacific,Business,Low,18.0,0,1,0,1,-3.17,-8.6,-1.826,10.0,73.37,31.8,1,0,5,11.83,363,0,Bronze,0,277,0,4,24.54,100.0,-0.721,1
26-35_North America_Business_High,26-35,North America,Business,High,23.62,0,0,1,1,2.47,-66.57,-0.696,3.25,61.41,41.34,1,0,1,23.0,506,0,Bronze,0,261,0,0,27.4,86.74,-1.863,1
18-25_Europe_Mixed_Low,18-25,Europe,Mixed,Low,17.54,0,0,4,6,-20.21,-21.41,-0.973,-25.66,78.73,35.4,0,0,1,12.95,33,12,Bronze,0,30,0,4,10.62,73.75,0.614,0
36-45_Asia-Pacific_Business_High,36-45,Asia-Pacific,Business,High,-6.26,0,0,0,1,4.74,-18.27,-0.159,9.4,74.76,63.52,0,0,3,4.34,232,0,Platinum,0,121,0,0,19.06,46.0,-0.724,1
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,7.7,0,1,4,4,-33.96,25.51,0.224,-21.11,77.39,8.73,0,0,3,128.03,30,8,Silver,0,28,1,9,2.62,0.0,0.385,0
56-65_Middle East_Leisure_Medium,56-65,Middle East,Leisure,Medium,17.82,0,1,3,1,-18.34,2.03,-2.0,-30.7,72.78,54.95,1,0,2,14.5,465,0,Platinum,0,104,0,2,31.48,72.32,-1.198,1
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,-12.4,1,1,4,5,20.0,3.99,-0.015,-20.47,64.21,5.44,1,0,2,42.19,26,5,Bronze,0,2,4,3,16.63,18.28,2.0,0
56-65_Europe_Mixed_Medium,56-65,Europe,Mixed,Medium,-18.21,2,1,6,9,20.0,-24.21,-0.464,-34.98,68.23,48.18,0,0,1,168.0,78,10,Gold,0,4,2,9,14.45,44.93,0.932,0
18-25_Asia-Pacific_Business_Medium,18-25,Asia-Pacific,Business,Medium,1.34,0,1,0,2,-24.12,-23.75,-1.576,-48.57,53.61,49.74,0,1,3,13.57,633,0,Gold,0,209,0,0,34.92,55.73,-1.262,1
46-55_Latin America_Business_Low,46-55,Latin America,Business,Low,-20.25,0,1,1,1,23.21,17.89,-1.646,-49.74,39.25,6.99,1,0,2,19.85,359,0,Silver,0,350,0,1,17.1,46.41,-2.327,1
65+_North America_Business_Low,65+,North America,Business,Low,-22.92,0,1,6,6,2.85,-8.91,-0.393,-18.96,67.54,34.01,0,0,0,11.73,58,7,Bronze,0,8,1,6,10.2,63.61,0.661,0
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-13.35,1,2,5,10,-51.62,-24.37,1.0,-42.76,66.88,37.01,2,0,1,45.65,90,8,Platinum,0,19,0,9,41.1,11.99,0.25,0
26-35_Asia-Pacific_Mixed_Low,26-35,Asia-Pacific,Mixed,Low,-17.68,0,0,3,5,-1.07,9.92,-0.4,-41.23,43.09,43.26,0,0,14,11.51,22,9,Bronze,0,19,2,3,12.98,19.77,-0.361,0
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,-19.61,0,2,1,3,-11.84,-10.99,-1.739,-33.48,57.89,57.24,0,0,2,11.99,314,0,Gold,0,131,2,2,17.17,35.4,-2.288,1
46-55_Asia-Pacific_Leisure_High,46-55,Asia-Pacific,Leisure,High,-2.66,0,0,3,0,25.65,-5.4,-1.574,-52.71,46.05,77.56,1,0,1,24.11,375,1,Gold,0,112,1,1,38.27,97.99,-1.157,1
65+_Europe_Business_High,65+,Europe,Business,High,-0.72,1,3,8,13,-10.22,5.76,0.75,-50.41,24.3,18.97,2,0,12,30.15,48,8,Gold,0,7,0,8,35.69,0.0,1.789,0
65+_North America_Mixed_High,65+,North America,Mixed,High,-25.64,0,0,2,0,-26.37,-17.66,-1.183,-33.42,42.31,41.94,3,0,0,15.27,518,0,Gold,0,278,1,0,57.58,82.75,-0.621,1
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,0.84,0,0,1,0,-95.57,25.7,-0.956,-9.43,52.64,61.9,1,0,5,13.62,554,0,Platinum,0,315,0,0,33.57,67.14,-1.663,1
65+_Middle East_Business_Low,65+,Middle East,Business,Low,-2.23,0,1,1,2,-14.84,-27.91,-0.764,-46.74,70.23,0.0,0,0,4,7.76,77,4,Bronze,0,29,4,5,0.0,69.54,0.977,0
56-65_North America_Leisure_Low,56-65,North America,Leisure,Low,-20.18,0,1,1,3,1.77,22.79,-0.6,-21.84,23.79,41.25,0,0,2,45.63,498,0,Silver,0,326,0,2,12.38,38.6,-1.111,1
46-55_Europe_Mixed_High,46-55,Europe,Mixed,High,-4.59,1,4,9,10,12.93,-10.41,-0.704,0.99,37.8,31.93,0,0,2,14.09,83,12,Platinum,0,13,0,5,9.58,57.4,-0.394,0
26-35_North America_Leisure_High,26-35,North America,Leisure,High,-0.95,1,2,7,10,-9.16,-33.04,0.247,-9.3,44.83,47.0,0,0,3,15.37,70,2,Gold,0,17,0,5,14.1,17.37,-0.055,0
36-45_North America_Business_Medium,36-45,North America,Business,Medium,0.53,2,6,12,16,-12.52,10.54,-0.435,-15.14,86.12,19.36,0,0,1,78.48,84,12,Platinum,0,11,0,5,5.81,48.22,-0.579,0
18-25_North America_Mixed_High,18-25,North America,Mixed,High,8.36,0,1,3,4,-27.18,14.69,-1.1,-13.89,51.6,54.31,0,0,1,40.33,2,11,Silver,0,21,0,8,16.29,26.79,0.204,0
18-25_Europe_Business_High,18-25,Europe,Business,High,7.27,1,4,2,5,20.0,-36.77,-0.003,10.0,64.35,16.29,1,2,0,9.28,57,11,Silver,0,16,0,7,59.89,36.58,1.25,0
18-25_North America_Leisure_Medium,18-25,North America,Leisure,Medium,-4.34,0,2,0,1,-3.14,-13.62,-0.837,3.64,51.61,3.31,2,0,5,6.51,64,9,Bronze,0,23,0,5,30.99,46.99,0.977,0
46-55_North America_Business_High,46-55,North America,Business,High,-18.37,1,0,2,0,-32.41,-8.57,-0.677,0.89,52.21,25.75,0,0,1,40.26,390,0,Silver,0,109,0,1,7.72,36.89,-1.503,1
26-35_Middle East_Mixed_Medium,26-35,Middle East,Mixed,Medium,-12.12,0,0,3,5,2.61,-12.22,-0.197,-31.35,14.69,25.04,0,0,3,25.41,71,11,Bronze,0,30,0,7,7.51,43.6,1.347,0
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,-1.84,1,5,12,15,-3.71,-11.82,-0.598,-39.76,59.69,31.42,0,0,3,18.96,14,8,Gold,0,0,0,9,9.42,56.15,-0.831,0
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,14.38,0,0,1,1,2.53,1.75,-0.545,-44.89,19.39,39.79,0,1,6,27.18,234,0,Platinum,0,186,0,0,31.94,76.46,-2.189,1
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,-39.46,0,0,0,3,-3.78,-33.37,-0.979,-53.54,24.42,23.12,5,0,6,24.38,330,0,Bronze,0,136,0,0,81.94,29.69,-1.004,1
36-45_North America_Leisure_High,36-45,North America,Leisure,High,-3.45,0,1,2,3,7.09,-22.41,-0.889,-11.0,64.84,22.86,0,0,2,4.18,215,1,Silver,1,277,0,1,6.86,53.58,-1.524,1
46-55_Asia-Pacific_Mixed_High,46-55,Asia-Pacific,Mixed,High,-7.19,0,1,4,11,-2.51,-5.27,-0.1,-37.77,68.84,53.06,0,0,6,16.68,41,7,Silver,0,9,0,5,15.92,54.98,1.02,0
18-25_Europe_Mixed_Low,18-25,Europe,Mixed,Low,-0.84,0,0,3,4,19.23,24.91,-0.2,-17.65,62.08,8.91,0,0,2,18.1,1,2,Silver,0,2,0,5,2.67,44.35,0.639,0
36-45_North America_Business_Low,36-45,North America,Business,Low,-25.62,0,1,2,3,-33.32,-47.87,-1.001,-21.26,5.78,6.99,0,0,0,3.24,441,0,Bronze,1,164,0,0,2.1,68.09,-1.492,1
65+_North America_Business_Medium,65+,North America,Business,Medium,8.71,1,2,4,5,9.58,-26.11,0.301,-48.06,68.1,11.66,0,0,4,2.91,6,9,Bronze,0,19,0,7,3.5,46.12,-0.042,0
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,-5.3,1,1,7,11,13.85,29.19,-0.549,-33.32,66.98,33.71,0,0,0,15.07,56,10,Gold,0,14,0,11,10.11,37.65,1.984,0
18-25_Middle East_Leisure_Low,18-25,Middle East,Leisure,Low,-8.96,0,0,0,2,-46.6,1.27,-0.954,0.29,58.99,20.21,0,0,2,6.04,552,0,Bronze,0,352,0,2,6.06,71.08,-0.782,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,0.96,0,0,0,0,0.06,4.61,-1.186,-63.32,41.55,12.85,0,0,2,4.78,381,0,Bronze,1,365,0,1,3.86,75.29,-2.344,1
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-0.13,0,0,0,5,-2.98,-30.16,-0.77,7.96,17.11,28.32,2,0,3,51.77,488,0,Platinum,0,351,2,0,38.49,84.15,-1.687,1
26-35_Asia-Pacific_Business_High,26-35,Asia-Pacific,Business,High,-4.61,0,0,1,0,-12.83,-52.22,-0.905,-90.0,73.07,19.84,0,5,4,168.0,482,0,Silver,0,101,0,1,100.0,38.95,-1.927,1
26-35_Asia-Pacific_Business_Medium,26-35,Asia-Pacific,Business,Medium,-13.24,0,0,1,1,-30.01,-11.81,-0.44,-14.11,78.62,15.74,1,0,1,13.29,473,1,Gold,0,86,2,1,19.72,62.22,-1.672,1
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,-8.25,0,0,1,1,3.75,-41.21,-0.421,-73.88,80.94,3.58,1,0,6,4.5,471,0,Gold,1,363,1,1,16.07,45.03,-2.029,1
26-35_Europe_Business_Low,26-35,Europe,Business,Low,-4.6,1,7,10,14,-33.06,23.19,-0.343,-67.72,62.98,55.69,0,0,1,15.22,31,10,Platinum,0,10,0,6,16.71,65.33,0.564,0
